"","year","month","president","mipall_count","midall_count","inflation","ch_inflation_lag_1mth","ch_inflation_lag_2mth","ch_inflation_lag_3mth","monthly_approval","election","pres_sec_term","unified","democrat","coldwar","party","fine_tune_temp0","fine_tune_lag_1mth","mipall_count_lag1","unemp","employment_lag_1mth","misery","misery_lag_1mth","post_9_11"
"240",1965,3,"Lyndon B. Johnson",0,0,0.100000001490116,0,0.100000001490116,0.100000001490116,68.5,0,1,1,1,1,"Democrat",1.19047619047619,1.47619047619048,0,4.69999980926514,5.09999990463257,4.79999981075525,5.09999990463257,0
"241",1965,4,"Lyndon B. Johnson",3,2,0.200000002980232,0.100000001490116,0,0.100000001490116,65.5,0,1,1,1,1,"Democrat",1.7,1.19047619047619,0,4.80000019073486,4.69999980926514,5.0000001937151,4.79999981075525,0
"242",1965,5,"Lyndon B. Johnson",0,0,0.300000011920929,0.200000002980232,0.100000001490116,0,70,0,1,1,1,1,"Democrat",2.48387096774194,1.7,3,4.59999990463257,4.80000019073486,4.8999999165535,5.0000001937151,0
"243",1965,6,"Lyndon B. Johnson",0,1,0.400000005960464,0.300000011920929,0.200000002980232,0.100000001490116,67,0,1,1,1,1,"Democrat",1.93548387096774,2.48387096774194,0,4.59999990463257,4.59999990463257,4.99999991059303,4.8999999165535,0
"244",1965,7,"Lyndon B. Johnson",0,0,-0.100000001490116,0.400000005960464,0.300000011920929,0.200000002980232,65,0,1,1,1,1,"Democrat",1.7,1.93548387096774,0,4.40000009536743,4.59999990463257,4.30000009387732,4.99999991059303,0
"245",1965,8,"Lyndon B. Johnson",0,0,-0.100000001490116,-0.100000001490116,0.400000005960464,0.300000011920929,64.5,0,1,1,1,1,"Democrat",1.34285714285714,1.7,0,4.40000009536743,4.40000009536743,4.30000009387732,4.30000009387732,0
"246",1965,9,"Lyndon B. Johnson",0,0,0.200000002980232,-0.100000001490116,-0.100000001490116,0.400000005960464,63,0,1,1,1,1,"Democrat",1.76190476190476,1.34285714285714,0,4.30000019073486,4.40000009536743,4.5000001937151,4.30000009387732,0
"247",1965,10,"Lyndon B. Johnson",0,0,0.100000001490116,0.200000002980232,-0.100000001490116,-0.100000001490116,65.5,0,1,1,1,1,"Democrat",1.07692307692308,1.76190476190476,0,4.19999980926514,4.30000019073486,4.29999981075525,4.5000001937151,0
"248",1965,11,"Lyndon B. Johnson",0,0,0.300000011920929,0.100000001490116,0.200000002980232,-0.100000001490116,62,0,1,1,1,1,"Democrat",1.25,1.07692307692308,0,4.09999990463257,4.19999980926514,4.3999999165535,4.29999981075525,0
"249",1965,12,"Lyndon B. Johnson",1,1,0.300000011920929,0.300000011920929,0.100000001490116,0.200000002980232,61,0,1,1,1,1,"Democrat",3.125,1.25,0,4,4.09999990463257,4.30000001192093,4.3999999165535,0
"250",1966,1,"Lyndon B. Johnson",0,0,0.100000001490116,0.300000011920929,0.300000011920929,0.100000001490116,61,0,1,1,1,1,"Democrat",1.90909090909091,3.125,1,4,4,4.10000000149012,4.30000001192093,0
"251",1966,2,"Lyndon B. Johnson",0,0,0.600000023841858,0.100000001490116,0.300000011920929,0.300000011920929,56,0,1,1,1,1,"Democrat",2.625,1.90909090909091,0,3.79999995231628,4,4.39999997615814,4.10000000149012,0
"252",1966,3,"Lyndon B. Johnson",1,0,0.300000011920929,0.600000023841858,0.100000001490116,0.300000011920929,57.5,0,1,1,1,1,"Democrat",1.59259259259259,2.625,0,3.79999995231628,3.79999995231628,4.09999996423721,4.39999997615814,0
"253",1966,4,"Lyndon B. Johnson",0,0,0.300000011920929,0.300000011920929,0.600000023841858,0.100000001490116,54,0,1,1,1,1,"Democrat",1.58823529411765,1.59259259259259,1,3.79999995231628,3.79999995231628,4.09999996423721,4.09999996423721,0
"254",1966,5,"Lyndon B. Johnson",0,0,0.200000002980232,0.300000011920929,0.300000011920929,0.600000023841858,48,0,1,1,1,1,"Democrat",2.27272727272727,1.58823529411765,0,3.90000009536743,3.79999995231628,4.10000009834766,4.09999996423721,0
"255",1966,6,"Lyndon B. Johnson",0,0,0.100000001490116,0.200000002980232,0.300000011920929,0.300000011920929,48,0,1,1,1,1,"Democrat",1.79411764705882,2.27272727272727,0,3.79999995231628,3.90000009536743,3.8999999538064,4.10000009834766,0
"256",1966,7,"Lyndon B. Johnson",1,1,0.200000002980232,0.100000001490116,0.200000002980232,0.300000011920929,53.5,0,1,1,1,1,"Democrat",2.43478260869565,1.79411764705882,0,3.79999995231628,3.79999995231628,3.99999995529652,3.8999999538064,0
"257",1966,8,"Lyndon B. Johnson",0,0,0.600000023841858,0.200000002980232,0.100000001490116,0.200000002980232,47,0,1,1,1,1,"Democrat",2.22857142857143,2.43478260869565,1,3.79999995231628,3.79999995231628,4.39999997615814,3.99999995529652,0
"258",1966,9,"Lyndon B. Johnson",0,0,0.300000011920929,0.600000023841858,0.200000002980232,0.100000001490116,46,0,1,1,1,1,"Democrat",1.93181818181818,2.22857142857143,0,3.70000004768372,3.79999995231628,4.00000005960464,4.39999997615814,0
"259",1966,10,"Lyndon B. Johnson",0,0,0.300000011920929,0.300000011920929,0.600000023841858,0.200000002980232,44,0,1,1,1,1,"Democrat",2.74074074074074,1.93181818181818,0,3.70000004768372,3.70000004768372,4.00000005960464,4.00000005960464,0
"260",1966,11,"Lyndon B. Johnson",0,0,0.100000001490116,0.300000011920929,0.300000011920929,0.600000023841858,49,0,1,1,1,1,"Democrat",2.53846153846154,2.74074074074074,0,3.59999990463257,3.70000004768372,3.69999990612268,4.00000005960464,0
"261",1966,12,"Lyndon B. Johnson",0,0,0.100000001490116,0.100000001490116,0.300000011920929,0.300000011920929,44,0,1,1,1,1,"Democrat",2.83333333333333,2.53846153846154,0,3.79999995231628,3.59999990463257,3.8999999538064,3.69999990612268,0
"262",1967,1,"Lyndon B. Johnson",1,1,-0.100000001490116,0.100000001490116,0.100000001490116,0.300000011920929,46.5,0,1,1,1,1,"Democrat",1.81818181818182,2.83333333333333,0,3.90000009536743,3.79999995231628,3.80000009387732,3.8999999538064,0
"263",1967,2,"Lyndon B. Johnson",1,1,0.300000011920929,-0.100000001490116,0.100000001490116,0.100000001490116,45,0,1,1,1,1,"Democrat",2.06666666666667,1.81818181818182,1,3.79999995231628,3.90000009536743,4.09999996423721,3.80000009387732,0
"264",1967,3,"Lyndon B. Johnson",2,1,0,0.300000011920929,-0.100000001490116,0.100000001490116,45.5,0,1,1,1,1,"Democrat",2.86666666666667,2.06666666666667,1,3.79999995231628,3.79999995231628,3.79999995231628,4.09999996423721,0
"265",1967,4,"Lyndon B. Johnson",0,1,0.300000011920929,0,0.300000011920929,-0.100000001490116,48,0,1,1,1,1,"Democrat",2.33333333333333,2.86666666666667,2,3.79999995231628,3.79999995231628,4.09999996423721,3.79999995231628,0
"266",1967,5,"Lyndon B. Johnson",1,1,0,0.300000011920929,0,0.300000011920929,45,0,1,1,1,1,"Democrat",1.70833333333333,2.33333333333333,0,3.79999995231628,3.79999995231628,3.79999995231628,4.09999996423721,0
"267",1967,6,"Lyndon B. Johnson",1,0,0.600000023841858,0,0.300000011920929,0,47.5,0,1,1,1,1,"Democrat",2.68965517241379,1.70833333333333,1,3.90000009536743,3.79999995231628,4.50000011920929,3.79999995231628,0
"268",1967,7,"Lyndon B. Johnson",1,0,0.300000011920929,0.600000023841858,0,0.300000011920929,47,0,1,1,1,1,"Democrat",1.6,2.68965517241379,1,3.79999995231628,3.90000009536743,4.09999996423721,4.50000011920929,0
"269",1967,8,"Lyndon B. Johnson",0,0,0.300000011920929,0.300000011920929,0.600000023841858,0,39.5,0,1,1,1,1,"Democrat",2.6,1.6,1,3.79999995231628,3.79999995231628,4.09999996423721,4.09999996423721,0
"270",1967,9,"Lyndon B. Johnson",0,0,0.300000011920929,0.300000011920929,0.300000011920929,0.600000023841858,38,0,1,1,1,1,"Democrat",2.20833333333333,2.6,0,3.79999995231628,3.79999995231628,4.09999996423721,4.09999996423721,0
"271",1967,10,"Lyndon B. Johnson",0,0,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929,39.5,0,1,1,1,1,"Democrat",1.65217391304348,2.20833333333333,0,4,3.79999995231628,4.30000001192093,4.09999996423721,0
"272",1967,11,"Lyndon B. Johnson",0,0,0.600000023841858,0.300000011920929,0.300000011920929,0.300000011920929,42,0,1,1,1,1,"Democrat",1.70833333333333,1.65217391304348,0,3.90000009536743,4,4.50000011920929,4.30000001192093,0
"273",1967,12,"Lyndon B. Johnson",0,0,0.300000011920929,0.600000023841858,0.300000011920929,0.300000011920929,46,0,1,1,1,1,"Democrat",2.23333333333333,1.70833333333333,0,3.79999995231628,3.90000009536743,4.09999996423721,4.50000011920929,0
"274",1968,1,"Lyndon B. Johnson",2,2,0.300000011920929,0.300000011920929,0.600000023841858,0.300000011920929,48,1,1,1,1,1,"Democrat",1.8125,2.23333333333333,0,3.70000004768372,3.79999995231628,4.00000005960464,4.09999996423721,0
"275",1968,2,"Lyndon B. Johnson",1,1,0.300000011920929,0.300000011920929,0.300000011920929,0.600000023841858,41,1,1,1,1,1,"Democrat",2.37037037037037,1.8125,2,3.79999995231628,3.70000004768372,4.09999996423721,4.00000005960464,0
"276",1968,3,"Lyndon B. Johnson",0,0,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929,36,1,1,1,1,1,"Democrat",2,2.37037037037037,1,3.70000004768372,3.79999995231628,4.00000005960464,4.09999996423721,0
"277",1968,4,"Lyndon B. Johnson",0,0,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929,50,1,1,1,1,1,"Democrat",2.10344827586207,2,0,3.5,3.70000004768372,3.80000001192093,4.00000005960464,0
"278",1968,5,"Lyndon B. Johnson",0,0,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929,43.5,1,1,1,1,1,"Democrat",2.24324324324324,2.10344827586207,0,3.5,3.5,3.80000001192093,3.80000001192093,0
"279",1968,6,"Lyndon B. Johnson",0,1,0.600000023841858,0.300000011920929,0.300000011920929,0.300000011920929,41,1,1,1,1,1,"Democrat",2.40909090909091,2.24324324324324,0,3.70000004768372,3.5,4.30000007152557,3.80000001192093,0
"280",1968,7,"Lyndon B. Johnson",0,0,0.600000023841858,0.600000023841858,0.300000011920929,0.300000011920929,40,1,1,1,1,1,"Democrat",1.42424242424242,2.40909090909091,0,3.70000004768372,3.70000004768372,4.30000007152557,4.30000007152557,0
"281",1968,8,"Lyndon B. Johnson",0,0,0.300000011920929,0.600000023841858,0.600000023841858,0.300000011920929,35,1,1,1,1,1,"Democrat",2.2,1.42424242424242,0,3.5,3.70000004768372,3.80000001192093,4.30000007152557,0
"282",1968,9,"Lyndon B. Johnson",0,0,0.300000011920929,0.300000011920929,0.600000023841858,0.600000023841858,42,1,1,1,1,1,"Democrat",1.9375,2.2,0,3.40000009536743,3.5,3.70000010728836,3.80000001192093,0
"283",1968,10,"Lyndon B. Johnson",0,0,0.600000023841858,0.300000011920929,0.300000011920929,0.600000023841858,NA,1,1,1,1,1,"Democrat",2.08108108108108,1.9375,0,3.40000009536743,3.40000009536743,4.00000011920929,3.70000010728836,0
"284",1968,11,"Lyndon B. Johnson",0,0,0.300000011920929,0.600000023841858,0.300000011920929,0.300000011920929,43,1,1,1,1,1,"Democrat",1.55555555555556,2.08108108108108,0,3.40000009536743,3.40000009536743,3.70000010728836,4.00000011920929,0
"285",1968,12,"Lyndon B. Johnson",0,0,0.600000023841858,0.300000011920929,0.600000023841858,0.300000011920929,44,1,1,1,1,1,"Democrat",1.19047619047619,1.55555555555556,0,3.40000009536743,3.40000009536743,4.00000011920929,3.70000010728836,0
"286",1969,1,"Lyndon B. Johnson",0,0,0.300000011920929,0.600000023841858,0.300000011920929,0.600000023841858,49,0,1,0,1,1,"Democrat",1.5,1.19047619047619,0,3.40000009536743,3.40000009536743,3.70000010728836,4.00000011920929,0
"287",1969,2,"Richard Nixon",1,1,0.300000011920929,0.300000011920929,0.600000023841858,0.300000011920929,60,0,0,0,0,1,"Republican",1.75,NA,NA,3.40000009536743,3.40000009536743,3.70000010728836,NA,0
"288",1969,3,"Richard Nixon",0,0,0.800000011920929,0.300000011920929,0.300000011920929,0.600000023841858,64,0,0,0,0,1,"Republican",1.79310344827586,1.75,1,3.40000009536743,3.40000009536743,4.20000010728836,3.70000010728836,0
"289",1969,4,"Richard Nixon",1,0,0.600000023841858,0.800000011920929,0.300000011920929,0.300000011920929,61,0,0,0,0,1,"Republican",1.92307692307692,1.79310344827586,0,3.40000009536743,3.40000009536743,4.00000011920929,4.20000010728836,0
"290",1969,5,"Richard Nixon",0,0,0.300000011920929,0.600000023841858,0.800000011920929,0.300000011920929,63,0,0,0,0,1,"Republican",1.76923076923077,1.92307692307692,1,3.40000009536743,3.40000009536743,3.70000010728836,4.00000011920929,0
"291",1969,6,"Richard Nixon",0,0,0.5,0.300000011920929,0.600000023841858,0.800000011920929,63,0,0,0,0,1,"Republican",1.9,1.76923076923077,0,3.5,3.40000009536743,4,3.70000010728836,0
"292",1969,7,"Richard Nixon",0,0,0.5,0.5,0.300000011920929,0.600000023841858,61.5,0,0,0,0,1,"Republican",2.28571428571429,1.9,0,3.5,3.5,4,4,0
"293",1969,8,"Richard Nixon",0,0,0.300000011920929,0.5,0.5,0.300000011920929,62,0,0,0,0,1,"Republican",1.96,2.28571428571429,0,3.5,3.5,3.80000001192093,4,0
"294",1969,9,"Richard Nixon",1,1,0.5,0.300000011920929,0.5,0.5,59,0,0,0,0,1,"Republican",1.95454545454545,1.96,0,3.70000004768372,3.5,4.20000004768372,3.80000001192093,0
"295",1969,10,"Richard Nixon",0,0,0.5,0.5,0.300000011920929,0.5,56.5,0,0,0,0,1,"Republican",1.63157894736842,1.95454545454545,1,3.70000004768372,3.70000004768372,4.20000004768372,4.20000004768372,0
"296",1969,11,"Richard Nixon",0,0,0.5,0.5,0.5,0.300000011920929,67,0,0,0,0,1,"Republican",1.88888888888889,1.63157894736842,0,3.5,3.70000004768372,4,4.20000004768372,0
"297",1969,12,"Richard Nixon",0,0,0.5,0.5,0.5,0.5,59,0,0,0,0,1,"Republican",1.45,1.88888888888889,0,3.5,3.5,4,4,0
"298",1970,1,"Richard Nixon",0,0,0.5,0.5,0.5,0.5,62.6666679382324,0,0,0,0,1,"Republican",1.15384615384615,1.45,0,3.90000009536743,3.5,4.40000009536743,4,0
"299",1970,2,"Richard Nixon",0,0,0.5,0.5,0.5,0.5,56,0,0,0,0,1,"Republican",1.45,1.15384615384615,0,4.19999980926514,3.90000009536743,4.69999980926514,4.40000009536743,0
"300",1970,3,"Richard Nixon",0,0,0.5,0.5,0.5,0.5,54,0,0,0,0,1,"Republican",2.11111111111111,1.45,0,4.40000009536743,4.19999980926514,4.90000009536743,4.69999980926514,0
"301",1970,4,"Richard Nixon",1,0,0.5,0.5,0.5,0.5,56.5,0,0,0,0,1,"Republican",1.61111111111111,2.11111111111111,0,4.59999990463257,4.40000009536743,5.09999990463257,4.90000009536743,0
"302",1970,5,"Richard Nixon",0,0,0.300000011920929,0.5,0.5,0.5,59,0,0,0,0,1,"Republican",1.88888888888889,1.61111111111111,1,4.80000019073486,4.59999990463257,5.10000020265579,5.09999990463257,0
"303",1970,6,"Richard Nixon",0,1,0.5,0.300000011920929,0.5,0.5,55,0,0,0,0,1,"Republican",1.4,1.88888888888889,0,4.90000009536743,4.80000019073486,5.40000009536743,5.10000020265579,0
"304",1970,7,"Richard Nixon",0,0,0.300000011920929,0.5,0.300000011920929,0.5,58,0,0,0,0,1,"Republican",1.85,1.4,0,5,4.90000009536743,5.30000001192093,5.40000009536743,0
"305",1970,8,"Richard Nixon",0,0,0.300000011920929,0.300000011920929,0.5,0.300000011920929,55,0,0,0,0,1,"Republican",1.33333333333333,1.85,0,5.09999990463257,5,5.3999999165535,5.30000001192093,0
"306",1970,9,"Richard Nixon",1,0,0.5,0.300000011920929,0.300000011920929,0.5,54,0,0,0,0,1,"Republican",2.55555555555556,1.33333333333333,0,5.40000009536743,5.09999990463257,5.90000009536743,5.3999999165535,0
"307",1970,10,"Richard Nixon",1,1,0.5,0.5,0.300000011920929,0.300000011920929,58,0,0,0,0,1,"Republican",2.19402985074627,2.55555555555556,1,5.5,5.40000009536743,6,5.90000009536743,0
"308",1970,11,"Richard Nixon",0,0,0.5,0.5,0.5,0.300000011920929,57,0,0,0,0,1,"Republican",2.2,2.19402985074627,1,5.90000009536743,5.5,6.40000009536743,6,0
"309",1970,12,"Richard Nixon",0,0,0.5,0.5,0.5,0.5,52,0,0,0,0,1,"Republican",1.5625,2.2,0,6.09999990463257,5.90000009536743,6.59999990463257,6.40000009536743,0
"310",1971,1,"Richard Nixon",1,1,0.300000011920929,0.5,0.5,0.5,56,0,0,0,0,1,"Republican",1.2,1.5625,0,5.90000009536743,6.09999990463257,6.20000010728836,6.59999990463257,0
"311",1971,2,"Richard Nixon",1,2,0,0.300000011920929,0.5,0.5,49,0,0,0,0,1,"Republican",2.41176470588235,1.2,1,5.90000009536743,5.90000009536743,5.90000009536743,6.20000010728836,0
"312",1971,3,"Richard Nixon",1,0,0.300000011920929,0,0.300000011920929,0.5,50,0,0,0,0,1,"Republican",1.72222222222222,2.41176470588235,1,6,5.90000009536743,6.30000001192093,5.90000009536743,0
"313",1971,4,"Richard Nixon",0,0,0.300000011920929,0.300000011920929,0,0.300000011920929,49.5,0,0,0,0,1,"Republican",2.88888888888889,1.72222222222222,1,5.90000009536743,6,6.20000010728836,6.30000001192093,0
"314",1971,5,"Richard Nixon",0,0,0.5,0.300000011920929,0.300000011920929,0,50,0,0,0,0,1,"Republican",2,2.88888888888889,0,5.90000009536743,5.90000009536743,6.40000009536743,6.20000010728836,0
"315",1971,6,"Richard Nixon",0,0,0.5,0.5,0.300000011920929,0.300000011920929,48,0,0,0,0,1,"Republican",1.73333333333333,2,0,5.90000009536743,5.90000009536743,6.40000009536743,6.40000009536743,0
"316",1971,7,"Richard Nixon",0,0,0.200000002980232,0.5,0.5,0.300000011920929,50,0,0,0,0,1,"Republican",1.7,1.73333333333333,0,6,5.90000009536743,6.20000000298023,6.40000009536743,0
"317",1971,8,"Richard Nixon",0,0,0.200000002980232,0.200000002980232,0.5,0.5,49,0,0,0,0,1,"Republican",2.21428571428571,1.7,0,6.09999990463257,6,6.2999999076128,6.20000000298023,0
"318",1971,9,"Richard Nixon",0,0,0.200000002980232,0.200000002980232,0.200000002980232,0.5,NA,0,0,0,0,1,"Republican",2.35294117647059,2.21428571428571,0,6,6.09999990463257,6.20000000298023,6.2999999076128,0
"319",1971,10,"Richard Nixon",0,0,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,50.5,0,0,0,0,1,"Republican",1.71428571428571,2.35294117647059,0,5.80000019073486,6,6.0000001937151,6.20000000298023,0
"320",1971,11,"Richard Nixon",0,0,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,NA,0,0,0,0,1,"Republican",2.53846153846154,1.71428571428571,0,6,5.80000019073486,6.20000000298023,6.0000001937151,0
"321",1971,12,"Richard Nixon",0,0,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,50,0,0,0,0,1,"Republican",1.52631578947368,2.53846153846154,0,6,6,6.20000000298023,6.20000000298023,0
"322",1972,1,"Richard Nixon",1,1,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,49,1,0,0,0,1,"Republican",1.66666666666667,1.52631578947368,0,5.80000019073486,6,6.0000001937151,6.20000000298023,0
"323",1972,2,"Richard Nixon",0,0,0.5,0.200000002980232,0.200000002980232,0.200000002980232,52,1,0,0,0,1,"Republican",1.93333333333333,1.66666666666667,1,5.69999980926514,5.80000019073486,6.19999980926514,6.0000001937151,0
"324",1972,3,"Richard Nixon",0,0,0,0.5,0.200000002980232,0.200000002980232,54.5,1,0,0,0,1,"Republican",2.125,1.93333333333333,0,5.80000019073486,5.69999980926514,5.80000019073486,6.19999980926514,0
"325",1972,4,"Richard Nixon",0,0,0.200000002980232,0,0.5,0.200000002980232,54,1,0,0,0,1,"Republican",2,2.125,0,5.69999980926514,5.80000019073486,5.89999981224537,5.80000019073486,0
"326",1972,5,"Richard Nixon",0,0,0.200000002980232,0.200000002980232,0,0.5,62,1,0,0,0,1,"Republican",2.8,2,0,5.69999980926514,5.69999980926514,5.89999981224537,5.89999981224537,0
"327",1972,6,"Richard Nixon",0,0,0.200000002980232,0.200000002980232,0.200000002980232,0,57.5,1,0,0,0,1,"Republican",2.63636363636364,2.8,0,5.69999980926514,5.69999980926514,5.89999981224537,5.89999981224537,0
"328",1972,7,"Richard Nixon",0,0,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,NA,1,0,0,0,1,"Republican",2,2.63636363636364,0,5.59999990463257,5.69999980926514,5.7999999076128,5.89999981224537,0
"329",1972,8,"Richard Nixon",1,1,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,NA,1,0,0,0,1,"Republican",2.18181818181818,2,0,5.59999990463257,5.59999990463257,5.7999999076128,5.7999999076128,0
"330",1972,9,"Richard Nixon",0,0,0.5,0.200000002980232,0.200000002980232,0.200000002980232,NA,1,0,0,0,1,"Republican",2.15789473684211,2.18181818181818,1,5.5,5.59999990463257,6,5.7999999076128,0
"331",1972,10,"Richard Nixon",0,0,0.200000002980232,0.5,0.200000002980232,0.200000002980232,NA,1,0,0,0,1,"Republican",1.96428571428571,2.15789473684211,0,5.59999990463257,5.5,5.7999999076128,6,0
"332",1972,11,"Richard Nixon",1,1,0.5,0.200000002980232,0.5,0.200000002980232,62,1,0,0,0,1,"Republican",2.5625,1.96428571428571,0,5.30000019073486,5.59999990463257,5.80000019073486,5.7999999076128,0
"333",1972,12,"Richard Nixon",0,0,0.200000002980232,0.5,0.200000002980232,0.5,59,1,0,0,0,1,"Republican",NA,2.5625,1,5.19999980926514,5.30000019073486,5.39999981224537,5.80000019073486,0
"334",1973,1,"Richard Nixon",0,0,0.5,0.200000002980232,0.5,0.200000002980232,59,0,0,0,0,1,"Republican",3.16666666666667,NA,0,4.90000009536743,5.19999980926514,5.40000009536743,5.39999981224537,0
"335",1973,2,"Richard Nixon",0,0,0.699999988079071,0.5,0.200000002980232,0.5,65,0,1,0,0,1,"Republican",1.69565217391304,3.16666666666667,0,5,4.90000009536743,5.69999998807907,5.40000009536743,0
"336",1973,3,"Richard Nixon",1,1,0.899999976158142,0.699999988079071,0.5,0.200000002980232,57,0,1,0,0,1,"Republican",2.22222222222222,1.69565217391304,0,4.90000009536743,5,5.80000007152557,5.69999998807907,0
"337",1973,4,"Richard Nixon",0,0,0.699999988079071,0.899999976158142,0.699999988079071,0.5,51,0,1,0,0,1,"Republican",2.28571428571429,2.22222222222222,1,5,4.90000009536743,5.69999998807907,5.80000007152557,0
"338",1973,5,"Richard Nixon",0,0,0.5,0.699999988079071,0.899999976158142,0.699999988079071,44.5,0,1,0,0,1,"Republican",2.58333333333333,2.28571428571429,0,4.90000009536743,5,5.40000009536743,5.69999998807907,0
"339",1973,6,"Richard Nixon",0,0,0.699999988079071,0.5,0.699999988079071,0.899999976158142,44,0,1,0,0,1,"Republican",3.9,2.58333333333333,0,4.90000009536743,4.90000009536743,5.6000000834465,5.40000009536743,0
"340",1973,7,"Richard Nixon",0,0,0,0.699999988079071,0.5,0.699999988079071,39,0,1,0,0,1,"Republican",2.66666666666667,3.9,0,4.80000019073486,4.90000009536743,4.80000019073486,5.6000000834465,0
"341",1973,8,"Richard Nixon",0,0,1.79999995231628,0,0.699999988079071,0.5,33.5,0,1,0,0,1,"Republican",5,2.66666666666667,0,4.80000019073486,4.80000019073486,6.60000014305115,4.80000019073486,0
"342",1973,9,"Richard Nixon",1,0,0.400000005960464,1.79999995231628,0,0.699999988079071,33.5,0,1,0,0,1,"Republican",1.9,5,0,4.80000019073486,4.80000019073486,5.20000019669533,6.60000014305115,0
"343",1973,10,"Richard Nixon",1,1,0.899999976158142,0.400000005960464,1.79999995231628,0,28.5,0,1,0,0,1,"Republican",3,1.9,1,4.59999990463257,4.80000019073486,5.49999988079071,5.20000019669533,0
"344",1973,11,"Richard Nixon",0,0,0.699999988079071,0.899999976158142,0.400000005960464,1.79999995231628,29,0,1,0,0,1,"Republican",1.92307692307692,3,1,4.80000019073486,4.59999990463257,5.50000017881393,5.49999988079071,0
"345",1973,12,"Richard Nixon",0,0,0.899999976158142,0.699999988079071,0.899999976158142,0.400000005960464,29,0,1,0,0,1,"Republican",1.55555555555556,1.92307692307692,0,4.90000009536743,4.80000019073486,5.80000007152557,5.50000017881393,0
"346",1974,1,"Richard Nixon",0,0,1.10000002384186,0.899999976158142,0.699999988079071,0.899999976158142,26.5,0,1,0,0,1,"Republican",2.5,1.55555555555556,0,5.09999990463257,4.90000009536743,6.19999992847443,5.80000007152557,0
"347",1974,2,"Richard Nixon",1,1,1.10000002384186,1.10000002384186,0.899999976158142,0.699999988079071,26.6666660308838,0,1,0,0,1,"Republican",2.28571428571429,2.5,0,5.19999980926514,5.09999990463257,6.299999833107,6.19999992847443,0
"348",1974,3,"Richard Nixon",0,0,1.10000002384186,1.10000002384186,1.10000002384186,0.899999976158142,26,0,1,0,0,1,"Republican",2.0625,2.28571428571429,1,5.09999990463257,5.19999980926514,6.19999992847443,6.299999833107,0
"349",1974,4,"Richard Nixon",0,0,0.600000023841858,1.10000002384186,1.10000002384186,1.10000002384186,25.5,0,1,0,0,1,"Republican",2.08333333333333,2.0625,0,5.09999990463257,5.09999990463257,5.69999992847443,6.19999992847443,0
"350",1974,5,"Richard Nixon",0,0,1,0.600000023841858,1.10000002384186,1.10000002384186,26,0,1,0,0,1,"Republican",2.46666666666667,2.08333333333333,0,5.09999990463257,5.09999990463257,6.09999990463257,5.69999992847443,0
"351",1974,6,"Richard Nixon",0,0,0.800000011920929,1,0.600000023841858,1.10000002384186,27,0,1,0,0,1,"Republican",3.42307692307692,2.46666666666667,0,5.40000009536743,5.09999990463257,6.20000010728836,6.09999990463257,0
"352",1974,7,"Richard Nixon",0,0,0.600000023841858,0.800000011920929,1,0.600000023841858,24,0,1,0,0,1,"Republican",2.41666666666667,3.42307692307692,0,5.5,5.40000009536743,6.10000002384186,6.20000010728836,0
"353",1974,8,"Richard Nixon",0,0,1.20000004768372,0.600000023841858,0.800000011920929,1,24,0,1,0,0,1,"Republican",1.3,2.41666666666667,0,5.5,5.5,6.70000004768372,6.10000002384186,0
"354",1974,9,"Gerald Ford",0,0,1.39999997615814,1.20000004768372,0.600000023841858,0.800000011920929,58,0,0,0,0,1,"Republican",1.6,NA,NA,5.90000009536743,5.5,7.30000007152557,NA,0
"355",1974,10,"Gerald Ford",0,0,0.800000011920929,1.39999997615814,1.20000004768372,0.600000023841858,53,0,0,0,0,1,"Republican",1.61224489795918,1.6,0,6,5.90000009536743,6.80000001192093,7.30000007152557,0
"356",1974,11,"Gerald Ford",0,0,1,0.800000011920929,1.39999997615814,1.20000004768372,47.5,0,0,0,0,1,"Republican",2,1.61224489795918,0,6.59999990463257,6,7.59999990463257,6.80000001192093,0
"357",1974,12,"Gerald Ford",0,0,0.800000011920929,1,0.800000011920929,1.39999997615814,42,0,0,0,0,1,"Republican",1.8,2,0,7.19999980926514,6.59999990463257,7.99999982118607,7.59999990463257,0
"358",1975,1,"Gerald Ford",0,0,0.800000011920929,0.800000011920929,1,0.800000011920929,38,0,0,0,0,1,"Republican",1.5,1.8,0,8.10000038146973,7.19999980926514,8.90000039339066,7.99999982118607,0
"359",1975,2,"Gerald Ford",1,0,0.600000023841858,0.800000011920929,0.800000011920929,1,39,0,0,0,0,1,"Republican",1.75862068965517,1.5,0,8.10000038146973,8.10000038146973,8.70000040531158,8.90000039339066,0
